CHds,XHds,HBAs,HydA0,HydA,HydP0,HydP,Hyd0,Hyd,delta_g_sol_oct,TAE0,TAE1,TAE2,TAE3,TAE4,TAE5,TAE6,TAE7,TAE8,TAE9,TAE10,TAE11,TAE12,TAE13,TAE14,TAE15,TAE16,TAE17,TAE18,TAE19,TAE20,TAE21,TAE22,TAE23,TAE24,TAE25,TAE26,TAE27,TAE28,TAE29,TAE30,TAE31,TAE32,TAE33,TAE34,TAE35,TAE36,TAE37,TAE38,TAE39,TAE40,TAE41,TAE42,TAE43,TAE44,TAE45,TAE46,TAE47,TAE48,TAE49,TAE50,TAE51,TAE52,TAE53,TAE54,TAE55,TAE56,TAE57,TAE58,TAE59,TAE60,TAE61,TAE62,TAE63,TAE64,TAE65,TAE66,TAE67,TAE68,TAE69,TAE70,TAE71,TAE72,TAE73,TAE74,TAE75,TAE76,TAE77,TAE78,TAE79,TAE80,TAE81,TAE82,TAE83,TAE84,TAE85,TAE86,TAE87,TAE88,TAE89,TAE90,TAE91,TAE92,TAE93,TAE94,TAE95,TAE96,TAE97,TAE98,TAE99,TAE100,TAE101,TAE102,TAE103,TAE104,TAE105,TAE106,TAE107,TAE108,TAE109,TAE110,TAE111,TAE112,TAE113,TAE114,TAE115,TAE116,TAE117,TAE118,TAE119,TAE120,TAE121,TAE122,TAE123,TAE124,TAE125,TAE126,TAE127,TAE128,TAE129,TAE130,TAE131,TAE132,TAE133,TAE134,TAE135,TAE136,TAE137,TAE138,TAE139,TAE140,TAE141,TAE142,TAE143,TAE144,TAE145,TAE146,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,Fsp3,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,geomShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,bpol,apol,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,LOBMAX,LOBMIN,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,MaxAbsEStateIndex_rdkit,MaxEStateIndex_rdkit,MinAbsEStateIndex_rdkit,MinEStateIndex_rdkit,qed_rdkit,SPS_rdkit,MolWt_rdkit,HeavyAtomMolWt_rdkit,ExactMolWt_rdkit,NumValenceElectrons_rdkit,NumRadicalElectrons_rdkit,MaxPartialCharge_rdkit,MinPartialCharge_rdkit,MaxAbsPartialCharge_rdkit,MinAbsPartialCharge_rdkit,FpDensityMorgan1_rdkit,FpDensityMorgan2_rdkit,FpDensityMorgan3_rdkit,BCUT2D_MWHI_rdkit,BCUT2D_MWLOW_rdkit,BCUT2D_CHGHI_rdkit,BCUT2D_CHGLO_rdkit,BCUT2D_LOGPHI_rdkit,BCUT2D_LOGPLOW_rdkit,BCUT2D_MRHI_rdkit,BCUT2D_MRLOW_rdkit,AvgIpc_rdkit,BalabanJ_rdkit,BertzCT_rdkit,Chi0_rdkit,Chi0n_rdkit,Chi0v_rdkit,Chi1_rdkit,Chi1n_rdkit,Chi1v_rdkit,Chi2n_rdkit,Chi2v_rdkit,Chi3n_rdkit,Chi3v_rdkit,Chi4n_rdkit,Chi4v_rdkit,HallKierAlpha_rdkit,Ipc_rdkit,Kappa1_rdkit,Kappa2_rdkit,Kappa3_rdkit,LabuteASA_rdkit,PEOE_VSA1_rdkit,PEOE_VSA10_rdkit,PEOE_VSA11_rdkit,PEOE_VSA12_rdkit,PEOE_VSA13_rdkit,PEOE_VSA14_rdkit,PEOE_VSA2_rdkit,PEOE_VSA3_rdkit,PEOE_VSA4_rdkit,PEOE_VSA5_rdkit,PEOE_VSA6_rdkit,PEOE_VSA7_rdkit,PEOE_VSA8_rdkit,PEOE_VSA9_rdkit,SMR_VSA1_rdkit,SMR_VSA10_rdkit,SMR_VSA2_rdkit,SMR_VSA3_rdkit,SMR_VSA4_rdkit,SMR_VSA5_rdkit,SMR_VSA6_rdkit,SMR_VSA7_rdkit,SMR_VSA8_rdkit,SMR_VSA9_rdkit,SlogP_VSA1_rdkit,SlogP_VSA10_rdkit,SlogP_VSA11_rdkit,SlogP_VSA12_rdkit,SlogP_VSA2_rdkit,SlogP_VSA3_rdkit,SlogP_VSA4_rdkit,SlogP_VSA5_rdkit,SlogP_VSA6_rdkit,SlogP_VSA7_rdkit,SlogP_VSA8_rdkit,SlogP_VSA9_rdkit,TPSA_rdkit,EState_VSA1_rdkit,EState_VSA10_rdkit,EState_VSA11_rdkit,EState_VSA2_rdkit,EState_VSA3_rdkit,EState_VSA4_rdkit,EState_VSA5_rdkit,EState_VSA6_rdkit,EState_VSA7_rdkit,EState_VSA8_rdkit,EState_VSA9_rdkit,VSA_EState1_rdkit,VSA_EState10_rdkit,VSA_EState2_rdkit,VSA_EState3_rdkit,VSA_EState4_rdkit,VSA_EState5_rdkit,VSA_EState6_rdkit,VSA_EState7_rdkit,VSA_EState8_rdkit,VSA_EState9_rdkit,FractionCSP3_rdkit,HeavyAtomCount_rdkit,NHOHCount_rdkit,NOCount_rdkit,NumAliphaticCarbocycles_rdkit,NumAliphaticHeterocycles_rdkit,NumAliphaticRings_rdkit,NumAromaticCarbocycles_rdkit,NumAromaticHeterocycles_rdkit,NumAromaticRings_rdkit,NumHAcceptors_rdkit,NumHDonors_rdkit,NumHeteroatoms_rdkit,NumRotatableBonds_rdkit,NumSaturatedCarbocycles_rdkit,NumSaturatedHeterocycles_rdkit,NumSaturatedRings_rdkit,RingCount_rdkit,MolLogP_rdkit,MolMR_rdkit,fr_Al_COO_rdkit,fr_Al_OH_rdkit,fr_Al_OH_noTert_rdkit,fr_ArN_rdkit,fr_Ar_COO_rdkit,fr_Ar_N_rdkit,fr_Ar_NH_rdkit,fr_Ar_OH_rdkit,fr_COO_rdkit,fr_COO2_rdkit,fr_C_O_rdkit,fr_C_O_noCOO_rdkit,fr_C_S_rdkit,fr_HOCCN_rdkit,fr_Imine_rdkit,fr_NH0_rdkit,fr_NH1_rdkit,fr_NH2_rdkit,fr_N_O_rdkit,fr_Ndealkylation1_rdkit,fr_Ndealkylation2_rdkit,fr_Nhpyrrole_rdkit,fr_SH_rdkit,fr_aldehyde_rdkit,fr_alkyl_carbamate_rdkit,fr_alkyl_halide_rdkit,fr_allylic_oxid_rdkit,fr_amide_rdkit,fr_amidine_rdkit,fr_aniline_rdkit,fr_aryl_methyl_rdkit,fr_azide_rdkit,fr_azo_rdkit,fr_barbitur_rdkit,fr_benzene_rdkit,fr_benzodiazepine_rdkit,fr_bicyclic_rdkit,fr_diazo_rdkit,fr_dihydropyridine_rdkit,fr_epoxide_rdkit,fr_ester_rdkit,fr_ether_rdkit,fr_furan_rdkit,fr_guanido_rdkit,fr_halogen_rdkit,fr_hdrzine_rdkit,fr_hdrzone_rdkit,fr_imidazole_rdkit,fr_imide_rdkit,fr_isocyan_rdkit,fr_isothiocyan_rdkit,fr_ketone_rdkit,fr_ketone_Topliss_rdkit,fr_lactam_rdkit,fr_lactone_rdkit,fr_methoxy_rdkit,fr_morpholine_rdkit,fr_nitrile_rdkit,fr_nitro_rdkit,fr_nitro_arom_rdkit,fr_nitro_arom_nonortho_rdkit,fr_nitroso_rdkit,fr_oxazole_rdkit,fr_oxime_rdkit,fr_para_hydroxylation_rdkit,fr_phenol_rdkit,fr_phenol_noOrthoHbond_rdkit,fr_phos_acid_rdkit,fr_phos_ester_rdkit,fr_piperdine_rdkit,fr_piperzine_rdkit,fr_priamide_rdkit,fr_prisulfonamd_rdkit,fr_pyridine_rdkit,fr_quatN_rdkit,fr_sulfide_rdkit,fr_sulfonamd_rdkit,fr_sulfone_rdkit,fr_term_acetylene_rdkit,fr_tetrazole_rdkit,fr_thiazole_rdkit,fr_thiocyan_rdkit,fr_thiophene_rdkit,fr_unbrch_alkane_rdkit,fr_urea_rdkit,NumAmideBonds_rdkit,NumSpiroAtoms_rdkit,NumBridgeheadAtoms_rdkit,PEOE_VSA_1_rdkit,PEOE_VSA_2_rdkit,PEOE_VSA_3_rdkit,PEOE_VSA_4_rdkit,PEOE_VSA_5_rdkit,PEOE_VSA_6_rdkit,PEOE_VSA_7_rdkit,PEOE_VSA_8_rdkit,PEOE_VSA_9_rdkit,PEOE_VSA_10_rdkit,PEOE_VSA_11_rdkit,PEOE_VSA_12_rdkit,PEOE_VSA_13_rdkit,PEOE_VSA_14_rdkit,SMR_VSA_1_rdkit,SMR_VSA_2_rdkit,SMR_VSA_3_rdkit,SMR_VSA_4_rdkit,SMR_VSA_5_rdkit,SMR_VSA_6_rdkit,SMR_VSA_7_rdkit,SMR_VSA_8_rdkit,SMR_VSA_9_rdkit,SMR_VSA_10_rdkit,SlogP_VSA_1_rdkit,SlogP_VSA_2_rdkit,SlogP_VSA_3_rdkit,SlogP_VSA_4_rdkit,SlogP_VSA_5_rdkit,SlogP_VSA_6_rdkit,SlogP_VSA_7_rdkit,SlogP_VSA_8_rdkit,SlogP_VSA_9_rdkit,SlogP_VSA_10_rdkit,MQNs_1_rdkit,MQNs_2_rdkit,MQNs_3_rdkit,MQNs_4_rdkit,MQNs_5_rdkit,MQNs_6_rdkit,MQNs_7_rdkit,MQNs_8_rdkit,MQNs_9_rdkit,MQNs_10_rdkit,MQNs_11_rdkit,MQNs_12_rdkit,MQNs_13_rdkit,MQNs_14_rdkit,MQNs_15_rdkit,MQNs_16_rdkit,MQNs_17_rdkit,MQNs_18_rdkit,MQNs_19_rdkit,MQNs_20_rdkit,MQNs_21_rdkit,MQNs_22_rdkit,MQNs_23_rdkit,MQNs_24_rdkit,MQNs_25_rdkit,MQNs_26_rdkit,MQNs_27_rdkit,MQNs_28_rdkit,MQNs_29_rdkit,MQNs_30_rdkit,MQNs_31_rdkit,MQNs_32_rdkit,MQNs_33_rdkit,MQNs_34_rdkit,MQNs_35_rdkit,MQNs_36_rdkit,MQNs_37_rdkit,MQNs_38_rdkit,MQNs_39_rdkit,MQNs_40_rdkit,MQNs_41_rdkit,MQNs_42_rdkit,abonds_Obabel,atoms_Obabel,bonds_Obabel,dbonds_Obabel,HBA1_Obabel,HBA2_Obabel,HBD_Obabel,L5_Obabel,logP_Obabel,MP_Obabel,MR_Obabel,MW_Obabel,nF_Obabel,rotors_Obabel,s_Obabel,sbonds_Obabel,tbonds_Obabel,TPSA_Obabel,CCCC,NCCC,CCNC,CCCO,CCNN,NCCN,CNNC,CNCN,NCCO,CNCO,CNNN,NCNN,OCNN,OSCC,NCSO,cond
3.6421,1.0868,2.0883,0.0586,0.014005736,-47.3912,-11.32676864,-44.3758,-10.60607075,-13.94731875,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,11.70044346,34.97039027,-0.386038848,0.408628482,3.657534976,9.517353875,0.125,2.563,221.0376216,0,3,1.79,7,9,13,0,19,6,6,2.8119,7.90678161,48.3656,1,1,1,1,1,0,0,0,1,0,0,0,0.211529422,60,266,15,25.24384849,1.9418345,12.81773136,7.771488235,0,4.700439718,-2147483648,46.53,1,,0.5,0,0,0,0,2.334815149,7.615919184,0,2.182247272,0,0,0.5,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.07692308,5.024221453,3.703703704,0.125,205.05,0.461538462,155,9.844934983,6.092224153,5.626784904,3.723956311,2.704354597,2.007352271,1.305624172,0.44014107,7.970654603,4.146010904,3.100793443,1.775540299,1.194802577,0.646472521,0.354987353,0.08263396,1.649102101,2.015547203,2.548288872,0.649613874,0.807590558,0.802930744,1.099292352,0,0.11785113,0,0.476120942,0,0.038575837,0,0,0,0,0.068041382,0.184195286,0,0,0,0.024056261,0.0643754,0,0,1,6,0,1,0,0,0,686.0904633,755.6173321,954.2678861,828.989031,529.8056393,30.74930692,18.23190919,27.24201148,27.95223457,25.56453776,0.430065742,-0.167006639,-0.188526246,0.202839,-0.044902463,1,2,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,10.273242,24.846758,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,10.1567131,10.1567131,0.299768519,-1.049984568,0.851992744,9.692307692,221.039,214.991,219.9693994,70,0,0.341223609,-0.480348445,0.480348445,0.341223609,1.461538462,2.153846154,2.692307692,35.49683471,10.32560388,2.035920217,-2.041970131,2.266823308,-2.089764584,6.350397997,-0.138803542,2.020555671,2.719441518,325.1652198,9.844934983,6.458796711,7.970654603,6.092224153,3.390081958,4.146010904,2.257157536,3.100793443,1.245073631,1.775540299,0.731754175,1.194802577,-0.93,705.1739292,10.15285004,4.346851547,3.125324761,84.83712088,9.843390349,5.749511833,6.606881965,0,0,5.969305288,0,4.794537184,0,0,23.20187978,18.19910121,5.022633314,5.022633314,14.63792753,29.17118507,0,0,0,0,6.606881965,28.24436783,0,5.749511833,4.736862954,0,5.749511833,23.20187978,17.68271465,4.794537184,0,0,18.19910121,10.04526663,0,0,46.53,12.57618725,4.794537184,0,0,15.79477846,0,12.13273414,6.066367068,0,0,33.04527013,4.863070988,11.33392703,10.1567131,9.105226267,0,-0.736589506,4.581866024,0,-0.415325019,0,0.125,13,1,3,0,0,0,1,0,1,2,1,5,3,0,0,0,1,2.4568,49.5928,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.843390349,0,4.794537184,0,0,23.20187978,18.19910121,5.022633314,5.022633314,5.749511833,6.606881965,0,0,5.969305288,14.63792753,0,0,0,0,6.606881965,28.24436783,0,5.749511833,29.17118507,4.736862954,17.68271465,4.794537184,0,0,18.19910121,10.04526663,0,0,0,8,0,2,0,0,0,0,0,0,3,0,13,6,1,0,3,3,0,3,6,3,1,1,0,0,4,2,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,6,13,13,1,3,3,1,,2.4568,118.3011,49.5328,221.03744,0,3,,6,0,46.53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.8266,0.8423,1.2439,2.6006,0.621558317,-23.5069,-5.618283939,-20.9063,-4.996725621,-7.673205621,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,11.69413232,14.00912305,-0.366974845,0.255080001,4.797982796,8.721877468,0.4,2.229,149.2331735,0,4,2.45,6,9,11,1,26,6,6,2.1695,4.70673025,48.488,0,1,1,1,1,0,0,0,1,0,0,0,0.174489817,46,182,10,21.70652558,1.973320508,2.418993748,0,2.418993748,4.459431619,-2147483648,26.02,1,,0.5,0,0,0,0,13.41571659,4.797076866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,5.625,3.786982249,0.4,566.01,0.545454545,135,7.9413113,5.431851653,3.999817761,2.940670698,2.158827503,1.573206584,0.781474414,0.450523785,6.79252874,4.172485284,2.731380475,1.762400637,1.11813895,0.701600036,0.335624525,0.16758377,0.433012702,0.612372436,0.649519053,0.219416097,0.27300174,0.255985446,0.204124145,0,0,0,0.11785113,0,0,0,0,0,0,0.102062073,0.072168784,0,0,0,0.032075015,0.022680461,0,0,0,5,1,1,3,0,0,559.7673224,582.0078352,645.2819299,532.550833,356.6597698,11.3599803,11.16618193,12.16618193,10.16618193,7.166181933,0.030911812,-0.012184413,-0.001840046,0.001541016,-0.006076557,1,1,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,15.738105,28.701895,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,-2147483648,5.392666604,5.392666604,0.812334892,0.812334892,0.650643457,9.909090909,149.237,134.117,149.1204495,60,0,-0.007716193,-0.33047331,0.33047331,0.007716193,1,1.727272727,2.363636364,14.50917375,10.09378512,1.88861309,-1.977430508,2.025642648,-1.982344603,5.138943663,0.744667213,2.07036661,2.275801287,181.3240823,7.9413113,6.79252874,6.79252874,5.431851653,4.172485284,4.172485284,2.731380475,2.731380475,1.762400637,1.762400637,1.11813895,1.11813895,-0.82,414.0733221,8.278231827,4.914345448,3.190046349,68.23106227,5.733667477,0,0,0,0,0,0,0,0,0,30.33183534,31.37067277,0,0,0,0,0,0,5.733667477,19.26246487,6.544756406,35.89528683,0,0,5.733667477,0,0,0,6.544756406,6.420821623,0,18.40509474,30.33183534,0,0,0,26.02,0,0,0,0,0,19.38639965,11.98427311,0,6.066367068,24.26546827,5.733667477,0,0,0,0,6.8102129,0,10.53673036,3.507388511,0.812334892,0,0.4,11,2,1,0,0,0,1,0,1,1,1,1,4,0,0,0,1,1.968,48.4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.733667477,0,0,0,0,30.33183534,31.37067277,0,0,0,0,0,0,0,0,0,0,5.733667477,19.26246487,6.544756406,35.89528683,0,0,0,5.733667477,6.544756406,6.420821623,0,18.40509474,30.33183534,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,11,5,0,0,3,3,0,4,1,1,2,1,0,0,1,4,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,6,11,11,0,1,1,1,,2.6683,59.4069,48.5364,149.2328,0,4,,5,0,26.02,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
