BCUTc.1h,MDEO.11,khs.sCH3,C1SP2,MinAbsPartialCharge_rdkit,EState_VSA6_rdkit,EState_VSA7_rdkit,VSA_EState5_rdkit,VSA_EState8_rdkit,fr_C_O_noCOO_rdkit,fr_allylic_oxid_rdkit,PEOE_VSA_3_rdkit,PEOE_VSA_6_rdkit,PEOE_VSA_9_rdkit,SlogP_VSA_5_rdkit,rotors_Obabel,sbonds_Obabel,CCNC,OSCC,pKa,delta
-2147483648,13.012740506324045,0.0,4.0,0.33905876433346543,0.0,0.0,-15.33448986062428,-1.182677663479431,4,0,14.383611552215466,0.0,16.690354475090988,31.07396602730645,6.0,26.0,0,0,7.1,0.3000000000000007
-2147483648,2.9780306245780004,2.0,3.0,0.4095072617808974,0.0,0.0,-3.482608178035407,2.6129575056035974,2,0,9.589074368143644,6.076020106833881,40.050313050077904,24.936375630839866,12.0,37.0,0,0,9.2,-1.799999999999999
